Artist,type,number
Tandori Dezső,prestige_Top10%_rank,261.0
Pataki Ferenc,prestige_Top10%_rank,584.0
Kókay Krisztina,prestige_Top10%_rank,630.0
Galambos Tamás,prestige_Top10%_rank,417.0
Wechter Ákos,prestige_Top10%_rank,553.0
Polgár Csaba,prestige_Top10%_rank,665.0
Ötvös Zoltán,prestige_Top10%_rank,645.0
Papp Oszkár,prestige_Top10%_rank,394.0
Király Gábor,prestige_Top10%_rank,672.0
Szemadám György,prestige_Top10%_rank,504.0
Asszonyi Tamás,prestige_Top10%_rank,396.0
Kristóf Krisztián,prestige_Top10%_rank,627.0
Gosztola Kitti,prestige_Top10%_rank,647.0
Gaál Endre,prestige_Top10%_rank,521.0
Minyó Szert Károly,prestige_Top10%_rank,722.0
Lendvai Ádám,prestige_Top10%_rank,581.0
André Kertész,prestige_Top10%_rank,393.0
Fukui Yusuke,prestige_Top10%_rank,381.0
Szinyova Gergő,prestige_Top10%_rank,623.0
Hajdu Kinga,prestige_Top10%_rank,690.0
Loránt Anikó Erzsébet,prestige_Top10%_rank,683.0
Vajda Lajos,prestige_Top10%_rank,593.0
Nádas Alexandra,prestige_Top10%_rank,476.0
Bodóczky István,prestige_Top10%_rank,274.0
Máriás István aka Horror Pista,prestige_Top10%_rank,701.0
Felsmann István,prestige_Top10%_rank,601.0
Péli Barna,prestige_Top10%_rank,697.0
Tolnay Imre,prestige_Top10%_rank,472.0
Regős István,prestige_Top10%_rank,563.0
Hegedűs 2 László,prestige_Top10%_rank,728.0
Nagy Barbara,prestige_Top10%_rank,339.0
Société Réaliste,prestige_Top10%_rank,599.0
Rosta József,prestige_Top10%_rank,296.0
Huszánk Szilard,prestige_Top10%_rank,618.0
Reich Károly,prestige_Top10%_rank,414.0
Gerzson Pál,prestige_Top10%_rank,418.0
Németh Géza,prestige_Top10%_rank,311.0
Dienes Attila,prestige_Top10%_rank,349.0
Major János,prestige_Top10%_rank,597.0
Lábass Endre,prestige_Top10%_rank,384.0
Szalay Péter,prestige_Top10%_rank,512.0
Kele Judit,prestige_Top10%_rank,463.0
Hincz Gyula,prestige_Top10%_rank,547.0
Bozsó András,prestige_Top10%_rank,395.0
Jordi Pallares,prestige_Top10%_rank,82.0
Gábor Imre,prestige_Top10%_rank,615.0
Havas Bálint,prestige_Top10%_rank,416.0
Tasnádi József,prestige_Top10%_rank,573.0
Vásárhelyi Zsolt,prestige_Top10%_rank,638.0
Soós Nóra,prestige_Top10%_rank,592.0
Szabó Ákos,prestige_Top10%_rank,539.0
Jokesz Antal,prestige_Top10%_rank,337.0
Czóbel Béla,prestige_Top10%_rank,412.0
Koós Gábor,prestige_Top10%_rank,689.0
Barakonyi Szabolcs,prestige_Top10%_rank,519.0
Péter Ágnes,prestige_Top10%_rank,667.0
Kungl György,prestige_Top10%_rank,501.0
Orosz István,prestige_Top10%_rank,530.0
Kárpáti Tamás,prestige_Top10%_rank,377.0
Vígh Tamás,prestige_Top10%_rank,399.0
Hermann Zoltán,prestige_Top10%_rank,540.0
Farkas Ádám,prestige_Top10%_rank,366.0
Tamási Claudia,prestige_Top10%_rank,498.0
Borsos Lőrinc,prestige_Top10%_rank,715.0
Orbán Attila,prestige_Top10%_rank,425.0
Bács Emese,prestige_Top10%_rank,494.0
Lukoviczky Endre,prestige_Top10%_rank,139.0
Mata Attila,prestige_Top10%_rank,656.0
Ghyczy Dénes,prestige_Top10%_rank,426.0
Kaszás Tamás Tibor,prestige_Top10%_rank,376.0
Szabó Ágnes,prestige_Top10%_rank,541.0
Hager Ritta,prestige_Top10%_rank,561.0
Végh András,prestige_Top10%_rank,523.0
Ficzek Ferenc,prestige_Top10%_rank,602.0
Nagy István,prestige_Top10%_rank,632.0
Kecskeméti Sándor,prestige_Top10%_rank,375.0
Pázmándi Antal,prestige_Top10%_rank,566.0
Szász György,prestige_Top10%_rank,634.0
Magén István,prestige_Top10%_rank,481.0
Kaliczka Patrícia,prestige_Top10%_rank,644.0
Kelle Antal,prestige_Top10%_rank,529.0
Drégely Imre,prestige_Top10%_rank,617.0
Tenk László,prestige_Top10%_rank,526.0
Misetics Mátyás,prestige_Top10%_rank,570.0
Szabó Eszter,prestige_Top10%_rank,692.0
Borsos Miklós,prestige_Top10%_rank,527.0
Robitz Anikó,prestige_Top10%_rank,640.0
Menasági Péter,prestige_Top10%_rank,544.0
Lajta Gábor,prestige_Top10%_rank,520.0
Thury Levente,prestige_Top10%_rank,372.0
Kapitány András,prestige_Top10%_rank,451.0
Trapp Dominika,prestige_Top10%_rank,614.0
Szentesi Csaba,prestige_Top10%_rank,591.0
Faa Balázs,prestige_Top10%_rank,586.0
Csorba Simon,prestige_Top10%_rank,392.0
Wahorn András,prestige_Top10%_rank,590.0
Oravecz Tímea Anita,prestige_Top10%_rank,684.0
Szolnoki József,prestige_Top10%_rank,594.0
Nemes Judith,prestige_Top10%_rank,646.0
Mari Mahr,prestige_Top10%_rank,345.0
Molnár Ágnes Éva,prestige_Top10%_rank,477.0
Berhidi Mária,prestige_Top10%_rank,442.0
Gábor Enikő,prestige_Top10%_rank,616.0
Jávor Piroska,prestige_Top10%_rank,107.0
Hecker Péter,prestige_Top10%_rank,576.0
Verebics Ágnes,prestige_Top10%_rank,711.0
Fekete Balázs,prestige_Top10%_rank,432.0
Incze Mózes,prestige_Top10%_rank,568.0
Randomroutines,prestige_Top10%_rank,448.0
Zsemlye Ildikó,prestige_Top10%_rank,631.0
Katona Zoltán,prestige_Top10%_rank,555.0
Nagy Árpád [Pika],prestige_Top10%_rank,579.0
Varga Rita,prestige_Top10%_rank,438.0
Benkő Imre,prestige_Top10%_rank,453.0
Méhes Lóránt,prestige_Top10%_rank,430.0
Csikszentmihályi Róbert,prestige_Top10%_rank,398.0
Gulácsy Lajos,prestige_Top10%_rank,454.0
Tóth Menyhért,prestige_Top10%_rank,455.0
Rónai Eva,prestige_Top10%_rank,421.0
Dezső Tamás,prestige_Top10%_rank,626.0
Barabás Zsófi,prestige_Top10%_rank,622.0
Horkay István,prestige_Top10%_rank,203.0
Kismányoky Károly,prestige_Top10%_rank,461.0
Hemző Károly,prestige_Top10%_rank,401.0
Csikvári Péter,prestige_Top10%_rank,546.0
Lóránt János Demeter,prestige_Top10%_rank,439.0
Részegh Botond,prestige_Top10%_rank,608.0
Bornemisza Rozi,prestige_Top10%_rank,642.0
Haris László,prestige_Top10%_rank,415.0
Korodi János,prestige_Top10%_rank,560.0
Szigethy Anna,prestige_Top10%_rank,373.0
Göbölyös Luca,prestige_Top10%_rank,511.0
Huber András,prestige_Top10%_rank,356.0
Szanyi Borbála,prestige_Top10%_rank,534.0
Fülöp Gábor,prestige_Top10%_rank,574.0
Gáll Ádám,prestige_Top10%_rank,537.0
Stark István,prestige_Top10%_rank,607.0
Dániel András,prestige_Top10%_rank,486.0
Vaszkó Erzsébet,prestige_Top10%_rank,445.0
Jakobovits Miklós,prestige_Top10%_rank,388.0
Szűts Miklós,prestige_Top10%_rank,255.0
Szőllősi Géza,prestige_Top10%_rank,675.0
Károlyi Ernő,prestige_Top10%_rank,380.0
A. Nagy Gábor,prestige_Top10%_rank,359.0
Ferenczy Zsolt,prestige_Top10%_rank,510.0
Halász András,prestige_Top10%_rank,493.0
Pintér Gábor,prestige_Top10%_rank,516.0
Nemes Nikolett,prestige_Top10%_rank,535.0
Cseh Lili,prestige_Top10%_rank,513.0
Urbán Tibor,prestige_Top10%_rank,225.0
Sinkó István,prestige_Top10%_rank,252.0
Breznay Pál,prestige_Top10%_rank,184.0
Vojnich Erzsébet,prestige_Top10%_rank,508.0
Nemes Márton,prestige_Top10%_rank,522.0
Horváth Dániel,prestige_Top10%_rank,610.0
Büki Zsuzsanna,prestige_Top10%_rank,473.0
Somody Péter,prestige_Top10%_rank,490.0
Pácser Attila,prestige_Top10%_rank,322.0
Fakó Árpád,prestige_Top10%_rank,198.0
Fürjesi Csaba,prestige_Top10%_rank,687.0
Hatházi László,prestige_Top10%_rank,587.0
Süveges Rita,prestige_Top10%_rank,509.0
Marosán Gyula,prestige_Top10%_rank,353.0
Martin Henrik,prestige_Top10%_rank,518.0
Gaál Tamás,prestige_Top10%_rank,305.0
Szabó Péter,prestige_Top10%_rank,293.0
Krajcsovics Éva,prestige_Top10%_rank,378.0
Eike Berg,prestige_Top10%_rank,502.0
Szenteleki Gábor,prestige_Top10%_rank,290.0
Kemény György,prestige_Top10%_rank,497.0
Sinkovics Ede,prestige_Top10%_rank,280.0
Tóth Csaba,prestige_Top10%_rank,161.0
Kiss Adrián,prestige_Top10%_rank,462.0
Áfrány Gábor,prestige_Top10%_rank,185.0
Eszik Alajos,prestige_Top10%_rank,450.0
Palotai Gábor,prestige_Top10%_rank,464.0
Nemere Réka,prestige_Top10%_rank,507.0
Veres Szabolcs,prestige_Top10%_rank,567.0
Horváth László,prestige_Top10%_rank,423.0
Bánföldi Zoltán,prestige_Top10%_rank,316.0
Szkok Iván,prestige_Top10%_rank,367.0
Dobokay Máté,prestige_Top10%_rank,596.0
Váli Dezső,prestige_Top10%_rank,156.0
Barta Lajos,prestige_Top10%_rank,447.0
Bolygó Bálint,prestige_Top10%_rank,572.0
Barakonyi Zsombor,prestige_Top10%_rank,582.0
Vass Tibor,prestige_Top10%_rank,478.0
Rajk Lászlo,prestige_Top10%_rank,330.0
Bartha Sándor,prestige_Top10%_rank,348.0
Szilágyi Teréz,prestige_Top10%_rank,306.0
Banga Ferenc,prestige_Top10%_rank,196.0
Appelshoffer Péter,prestige_Top10%_rank,465.0
Fehér Márta,prestige_Top10%_rank,168.0
Sőrés Zsolt,prestige_Top10%_rank,458.0
Verebics Katalin,prestige_Top10%_rank,469.0
Barta Zsolt Péter,prestige_Top10%_rank,317.0
Verebes György,prestige_Top10%_rank,222.0
Németh Marcell,prestige_Top10%_rank,533.0
Halmi-Horváth István,prestige_Top10%_rank,569.0
Ócsai Károly,prestige_Top10%_rank,429.0
Wachter Dénes,prestige_Top10%_rank,405.0
Vessey Gábor,prestige_Top10%_rank,482.0
Bakos Gábor,prestige_Top10%_rank,457.0
Farkas Zsófia,prestige_Top10%_rank,365.0
Alexander Tinei,prestige_Top10%_rank,253.0
Ferencz S. Apor,prestige_Top10%_rank,235.0
Szirányi István,prestige_Top10%_rank,370.0
Oláh Mara,prestige_Top10%_rank,446.0
Ilku János,prestige_Top10%_rank,154.0
Érmezei Zoltán,prestige_Top10%_rank,197.0
Anna Margit,prestige_Top10%_rank,440.0
Boros Mátyás,prestige_Top10%_rank,468.0
Láng Eszter,prestige_Top10%_rank,467.0
Lőrinc Lilla,prestige_Top10%_rank,452.0
Bánki Ákos,prestige_Top10%_rank,605.0
Székelyi Kati,prestige_Top10%_rank,515.0
Vancsó Zoltán,prestige_Top10%_rank,312.0
Kovács Lehel,prestige_Top10%_rank,492.0
Kemenesi Zsuzsa,prestige_Top10%_rank,313.0
Sebők Éva,prestige_Top10%_rank,307.0
Mamikon Yengibarian,prestige_Top10%_rank,350.0
Takács Szilvia,prestige_Top10%_rank,514.0
Bikácsi Daniela,prestige_Top10%_rank,397.0
Nánay Szilamér,prestige_Top10%_rank,402.0
Szíjárto Kálmán,prestige_Top10%_rank,456.0
Zalavári András,prestige_Top10%_rank,340.0
Rudas Klára,prestige_Top10%_rank,475.0
Wagner János,prestige_Top10%_rank,176.0
Kiss Miklós,prestige_Top10%_rank,195.0
Lévai Nóra,prestige_Top10%_rank,488.0
Szabó Ábel,prestige_Top10%_rank,571.0
Koszta József,prestige_Top10%_rank,441.0
Polgár Botond,prestige_Top10%_rank,329.0
Nagy Márta,prestige_Top10%_rank,391.0
Szvet Tamas,prestige_Top10%_rank,449.0
Illés Barna,prestige_Top10%_rank,495.0
Simon Ferenc,prestige_Top10%_rank,543.0
Balázs Áron,prestige_Top10%_rank,314.0
Molnár Gyula,prestige_Top10%_rank,149.0
Szatmári Gergely,prestige_Top10%_rank,346.0
Kovács Zoltán,prestige_Top10%_rank,186.0
Máger Ágnes,prestige_Top10%_rank,52.0
Fajgerné Dudás Andrea,prestige_Top10%_rank,479.0
Juhász R. József,prestige_Top10%_rank,160.0
Nagy Géza,prestige_Top10%_rank,246.0
Sarkantyú Illés,prestige_Top10%_rank,444.0
Turcsányi Antal,prestige_Top10%_rank,159.0
Márkus Péter,prestige_Top10%_rank,355.0
Naomi Devil,prestige_Top10%_rank,517.0
Kosziba Klaudia,prestige_Top10%_rank,483.0
Szeift Béla,prestige_Top10%_rank,379.0
Miklósi Dénes,prestige_Top10%_rank,433.0
Kovács István,prestige_Top10%_rank,374.0
Miklós Árpád,prestige_Top10%_rank,335.0
Sarkadi Péter,prestige_Top10%_rank,334.0
Szurcsik János,prestige_Top10%_rank,183.0
Kuchta Klára,prestige_Top10%_rank,127.0
Horváth Gábor,prestige_Top10%_rank,167.0
Horváth Éva Mónika,prestige_Top10%_rank,309.0
Demeter István,prestige_Top10%_rank,144.0
Gallusz Gyöngyi,prestige_Top10%_rank,308.0
Dávid Vera,prestige_Top10%_rank,239.0
Stark Attila,prestige_Top10%_rank,485.0
Keresztesi Botond,prestige_Top10%_rank,471.0
Forgó Árpád,prestige_Top10%_rank,500.0
Fazekas Magdolna,prestige_Top10%_rank,531.0
Stalter György,prestige_Top10%_rank,424.0
Amerigo Tot,prestige_Top10%_rank,190.0
Vajda Júlia,prestige_Top10%_rank,360.0
Várady Róbert,prestige_Top10%_rank,351.0
Madácsy István,prestige_Top10%_rank,310.0
Fekete Zsolt,prestige_Top10%_rank,114.0
Kim Corbisier,prestige_Top10%_rank,264.0
Gálhidy Péter,prestige_Top10%_rank,524.0
Pálfalusi Attila,prestige_Top10%_rank,318.0
Tóth György,prestige_Top10%_rank,382.0
Birkás István,prestige_Top10%_rank,129.0
Luzsicza Árpád,prestige_Top10%_rank,140.0
Brada Tibor,prestige_Top10%_rank,135.0
Ruttka Andrea,prestige_Top10%_rank,409.0
Szüts Eszter,prestige_Top10%_rank,361.0
Gabriel Ajna,prestige_Top10%_rank,354.0
Galy Katalin,prestige_Top10%_rank,116.0
Gazdag Ágnes,prestige_Top10%_rank,413.0
Nagy Gabriella,prestige_Top10%_rank,408.0
Zádor Tamás,prestige_Top10%_rank,407.0
Bartus Ferenc,prestige_Top10%_rank,466.0
Borsos János,prestige_Top10%_rank,428.0
Fridvalszki Márk,prestige_Top10%_rank,480.0
Szabó Gábor,prestige_Top10%_rank,33.0
Nyári Zsolt,prestige_Top10%_rank,258.0
Szakács Imre,prestige_Top10%_rank,249.0
Gáti György,prestige_Top10%_rank,325.0
Flohr Zsuzsi,prestige_Top10%_rank,434.0
Magyar Gábor,prestige_Top10%_rank,42.0
Balás Eszter,prestige_Top10%_rank,272.0
Pólya Zsombor,prestige_Top10%_rank,404.0
Telek Balázs,prestige_Top10%_rank,327.0
Szalai Tibor,prestige_Top10%_rank,332.0
Tóth Gábor,prestige_Top10%_rank,289.0
"Secco & Fresh KO (Keresztesi Botond, Szigeti Árpád)",prestige_Top10%_rank,491.0
Tóth Lívia,prestige_Top10%_rank,383.0
Szabó Klára Petra,prestige_Top10%_rank,343.0
Lonovics László,prestige_Top10%_rank,387.0
Bán Mariann,prestige_Top10%_rank,368.0
Gábos József,prestige_Top10%_rank,297.0
Mayer Éva,prestige_Top10%_rank,474.0
Jószay Zsolt,prestige_Top10%_rank,157.0
Kotorman Norbert,prestige_Top10%_rank,487.0
Gárdi Balázs,prestige_Top10%_rank,173.0
Urbán Tamás,prestige_Top10%_rank,101.0
Medve András,prestige_Top10%_rank,124.0
Medve Zsuzsa,prestige_Top10%_rank,89.0
"SZAF (Mécs Miklos,  Fisher Judit)",prestige_Top10%_rank,262.0
Kelemen Zénó,prestige_Top10%_rank,275.0
Bíró Eszter,prestige_Top10%_rank,324.0
Szepessy Béla,prestige_Top10%_rank,333.0
Németh Ágnes,prestige_Top10%_rank,400.0
Tihanyi Anna,prestige_Top10%_rank,328.0
Kácser László,prestige_Top10%_rank,499.0
Kéri László,prestige_Top10%_rank,209.0
Könyv Kata,prestige_Top10%_rank,470.0
Nagy Csilla,prestige_Top10%_rank,437.0
Orr Máté,prestige_Top10%_rank,224.0
Hetesi Attila,prestige_Top10%_rank,277.0
Orosz Péter,prestige_Top10%_rank,120.0
Dechandt Antal,prestige_Top10%_rank,74.0
Damó István,prestige_Top10%_rank,269.0
Paizs Péter,prestige_Top10%_rank,92.0
Sándor Edit,prestige_Top10%_rank,267.0
Serényi H. Zsigmond,prestige_Top10%_rank,215.0
Surányi Miklós,prestige_Top10%_rank,320.0
Nagy Csaba,prestige_Top10%_rank,288.0
Ütő Gusztáv,prestige_Top10%_rank,338.0
Siflis András,prestige_Top10%_rank,91.0
Bálint Ildikó,prestige_Top10%_rank,73.0
Szalay Zoltán,prestige_Top10%_rank,105.0
Chesslay György,prestige_Top10%_rank,147.0
AES+F,prestige_Top10%_rank,70.0
Rutkai Bori,prestige_Top10%_rank,292.0
Borgó,prestige_Top10%_rank,24.0
Gerlóczy Sári,prestige_Top10%_rank,95.0
Bereznai Péter,prestige_Top10%_rank,221.0
Wrobel Péter,prestige_Top10%_rank,410.0
Filp Csaba,prestige_Top10%_rank,364.0
Nagy Zsófia,prestige_Top10%_rank,344.0
Bálint Ádám,prestige_Top10%_rank,153.0
Süli-Zakar Szabolcs,prestige_Top10%_rank,436.0
Hernádi Paula,prestige_Top10%_rank,238.0
Matis Rita,prestige_Top10%_rank,141.0
Mohácsi András,prestige_Top10%_rank,411.0
Boros Viola,prestige_Top10%_rank,96.0
Csepregi Balázs,prestige_Top10%_rank,406.0
Regős Anna,prestige_Top10%_rank,422.0
Szabó Attila,prestige_Top10%_rank,319.0
Lucien Hervé,prestige_Top10%_rank,90.0
Halas István,prestige_Top10%_rank,172.0
Dóró Sándor,prestige_Top10%_rank,496.0
Háy Ágnes,prestige_Top10%_rank,174.0
Juhász Dóra,prestige_Top10%_rank,194.0
Kovács Melinda,prestige_Top10%_rank,87.0
Vekás Magdolna,prestige_Top10%_rank,298.0
Duliskovich Bazil,prestige_Top10%_rank,385.0
Mucsy Szilvia,prestige_Top10%_rank,342.0
Szabó Dorottya,prestige_Top10%_rank,304.0
Egyed László,prestige_Top10%_rank,282.0
Baditz Gyula,prestige_Top10%_rank,155.0
Altorjai Sándor,prestige_Top10%_rank,315.0
Angyal Júlia,prestige_Top10%_rank,9.0
Pataki Janos,prestige_Top10%_rank,226.0
Vizsolyi János,prestige_Top10%_rank,420.0
Bodor Anikó,prestige_Top10%_rank,228.0
Kréher Peter,prestige_Top10%_rank,11.0
Françoise Gilot,prestige_Top10%_rank,207.0
Kass János,prestige_Top10%_rank,165.0
Koppány Attila,prestige_Top10%_rank,201.0
Budaházi Tibor,prestige_Top10%_rank,302.0
Szabó Benke Róbert,prestige_Top10%_rank,331.0
Szkárosi Endre,prestige_Top10%_rank,300.0
Ferenczy Noémi,prestige_Top10%_rank,182.0
Torma Éva,prestige_Top10%_rank,163.0
Somorjai Kiss Tibor,prestige_Top10%_rank,287.0
Veszely Beáta,prestige_Top10%_rank,178.0
Bernáthy Sándor,prestige_Top10%_rank,125.0
Horváth Kinga,prestige_Top10%_rank,158.0
Őry Annamária,prestige_Top10%_rank,206.0
Klenyanszki Csilla,prestige_Top10%_rank,323.0
Kiss Anna,prestige_Top10%_rank,53.0
Oroszy Csaba,prestige_Top10%_rank,303.0
Ezer Ákos,prestige_Top10%_rank,321.0
Drabik István,prestige_Top10%_rank,386.0
Tóth Szilvi,prestige_Top10%_rank,279.0
Balázs Imre Barna,prestige_Top10%_rank,435.0
Énzsöly Kinga,prestige_Top10%_rank,227.0
Ágotha Margit,prestige_Top10%_rank,170.0
Mózes Katalin,prestige_Top10%_rank,126.0
Korodi Luca,prestige_Top10%_rank,273.0
Pető Barna,prestige_Top10%_rank,286.0
Bátai Sándor,prestige_Top10%_rank,268.0
Kun Éva,prestige_Top10%_rank,389.0
Seres Géza,prestige_Top10%_rank,45.0
Ráthonyi Kinga,prestige_Top10%_rank,136.0
Szabó Tamás,prestige_Top10%_rank,357.0
Bodnár Imre,prestige_Top10%_rank,236.0
Fuchs Tamás,prestige_Top10%_rank,193.0
Szunyogh László,prestige_Top10%_rank,362.0
Nagy Ernő,prestige_Top10%_rank,336.0
Vályi Péter,prestige_Top10%_rank,36.0
Ocztos István,prestige_Top10%_rank,150.0
Pataki Tibor,prestige_Top10%_rank,219.0
Kovács Tamás László,prestige_Top10%_rank,243.0
Baky Péter,prestige_Top10%_rank,43.0
Losonczy István,prestige_Top10%_rank,291.0
Bondor Csilla,prestige_Top10%_rank,250.0
Takáts Márton,prestige_Top10%_rank,299.0
Máté Gábor,prestige_Top10%_rank,142.0
Baráth Hajnal,prestige_Top10%_rank,130.0
Miskolczi Emese,prestige_Top10%_rank,181.0
Kiss Zoltán,prestige_Top10%_rank,57.0
Miklós Hajnal,prestige_Top10%_rank,223.0
Gábor Éva Mária,prestige_Top10%_rank,232.0
Horváth Judit,prestige_Top10%_rank,284.0
Sándor Krisztián,prestige_Top10%_rank,265.0
Lenkey-Tóth Péter,prestige_Top10%_rank,49.0
Dallos Ádám,prestige_Top10%_rank,229.0
Kulinyi István,prestige_Top10%_rank,122.0
Hollós Ádám,prestige_Top10%_rank,97.0
Romvári Márton,prestige_Top10%_rank,271.0
Veress Sándor László,prestige_Top10%_rank,169.0
Krnács Agota,prestige_Top10%_rank,202.0
Mátyási Péter,prestige_Top10%_rank,244.0
Ernszt András,prestige_Top10%_rank,341.0
Somogyi Laura,prestige_Top10%_rank,93.0
Magyar Ádám,prestige_Top10%_rank,109.0
Adorján Attila,prestige_Top10%_rank,78.0
Huszár Andrea,prestige_Top10%_rank,192.0
Fejős Miklós,prestige_Top10%_rank,256.0
Seres László,prestige_Top10%_rank,47.0
Schneemeier Andrea,prestige_Top10%_rank,137.0
Bánkuti András,prestige_Top10%_rank,326.0
Hermann Ildi,prestige_Top10%_rank,103.0
Csurgai Ferenc,prestige_Top10%_rank,270.0
Meggyes László,prestige_Top10%_rank,419.0
Ázbej Kristof,prestige_Top10%_rank,251.0
Nemes Ferenc,prestige_Top10%_rank,108.0
Mayer Berta,prestige_Top10%_rank,56.0
Pirk László,prestige_Top10%_rank,72.0
Csáki Róbert,prestige_Top10%_rank,41.0
Romhány Veronika,prestige_Top10%_rank,294.0
Martin C. Herbst,prestige_Top10%_rank,23.0
Gyarmati Zsolt,prestige_Top10%_rank,278.0
Für Emil,prestige_Top10%_rank,211.0
Rabóczky Judit Rita,prestige_Top10%_rank,241.0
Ráskai Szabolcs,prestige_Top10%_rank,247.0
Szabó Beáta,prestige_Top10%_rank,352.0
Bakos Tamás,prestige_Top10%_rank,214.0
Kovalovszky Dániel,prestige_Top10%_rank,111.0
Tóth Angelika,prestige_Top10%_rank,162.0
Dárdai Zsuzsa,prestige_Top10%_rank,26.0
Zsáki István,prestige_Top10%_rank,8.0
Turcsány Villő,prestige_Top10%_rank,166.0
Ország Lászlo,prestige_Top10%_rank,240.0
Nagy Attila,prestige_Top10%_rank,188.0
Esse Bánki Ákos,prestige_Top10%_rank,212.0
Pócsy Ferenc,prestige_Top10%_rank,121.0
Szunyoghy Viktória,prestige_Top10%_rank,263.0
Ócskay László,prestige_Top10%_rank,254.0
Navratil Judit,prestige_Top10%_rank,259.0
Szuharevszki Mihály,prestige_Top10%_rank,63.0
Szalontai Ábel,prestige_Top10%_rank,260.0
Majoros Gyula,prestige_Top10%_rank,148.0
Galbovy Attila,prestige_Top10%_rank,113.0
Székács Zoltán,prestige_Top10%_rank,151.0
Békési Ervin,prestige_Top10%_rank,283.0
Hegyeshalmi László,prestige_Top10%_rank,179.0
Nagy Tamás,prestige_Top10%_rank,138.0
Koller Margit,prestige_Top10%_rank,257.0
Kéri Mihály,prestige_Top10%_rank,112.0
Herczeg Nándor,prestige_Top10%_rank,94.0
Siegmund Akos,prestige_Top10%_rank,248.0
Nagy Zopán,prestige_Top10%_rank,220.0
Z. Szabó Zoltán,prestige_Top10%_rank,6.0
Botos Péter,prestige_Top10%_rank,117.0
Bátorfi Andrea,prestige_Top10%_rank,79.0
BLOCK Csoport,prestige_Top10%_rank,75.0
Ganczaugh Miklós,prestige_Top10%_rank,175.0
Ilauszky Tamás,prestige_Top10%_rank,64.0
Guttman Barbara,prestige_Top10%_rank,37.0
Koscsó László,prestige_Top10%_rank,231.0
Bányay Péter,prestige_Top10%_rank,86.0
Kasza Gábor,prestige_Top10%_rank,237.0
Takács Máté,prestige_Top10%_rank,390.0
Szabó Nóra,prestige_Top10%_rank,295.0
Blazsek András,prestige_Top10%_rank,403.0
Zékány Dia,prestige_Top10%_rank,276.0
Fábián Noémi,prestige_Top10%_rank,104.0
Györfi Sándor,prestige_Top10%_rank,15.0
Szerényi Gábor,prestige_Top10%_rank,171.0
Bornemisza Eszter,prestige_Top10%_rank,285.0
Pogány Gábor Benő,prestige_Top10%_rank,119.0
Balogh László,prestige_Top10%_rank,152.0
Töttös Kata,prestige_Top10%_rank,213.0
Kiss Márta,prestige_Top10%_rank,208.0
Makovecz Anna,prestige_Top10%_rank,85.0
Rizmayer Péter,prestige_Top10%_rank,217.0
Lieber Erzsébet,prestige_Top10%_rank,133.0
Németh Tamás,prestige_Top10%_rank,200.0
Tóth Ernő,prestige_Top10%_rank,20.0
Kántor József,prestige_Top10%_rank,204.0
Szmrecsányi Boldizsár,prestige_Top10%_rank,266.0
Kuti László,prestige_Top10%_rank,123.0
Kalas Zsuzsa,prestige_Top10%_rank,118.0
Bakonyi Mihály,prestige_Top10%_rank,21.0
Kiss Adél,prestige_Top10%_rank,81.0
Németh Róbert,prestige_Top10%_rank,242.0
Nagy Karolina,prestige_Top10%_rank,132.0
Csernátony Lukács László,prestige_Top10%_rank,233.0
Magyar József,prestige_Top10%_rank,17.0
Huller Ágoston,prestige_Top10%_rank,3.0
Buczkó Imre,prestige_Top10%_rank,4.0
Rácz Noémi,prestige_Top10%_rank,60.0
Kemény Judit,prestige_Top10%_rank,164.0
Szigeti Tamás,prestige_Top10%_rank,210.0
Székely Beáta,prestige_Top10%_rank,245.0
Hajdú József,prestige_Top10%_rank,99.0
Kucsora Márta,prestige_Top10%_rank,301.0
Kovács Tibor,prestige_Top10%_rank,84.0
Hegyi Csaba,prestige_Top10%_rank,191.0
Turay Balázs,prestige_Top10%_rank,69.0
Nadya Hadun,prestige_Top10%_rank,31.0
Németh Melitta,prestige_Top10%_rank,22.0
Szilágyi László,prestige_Top10%_rank,177.0
Páll Tibor Krisztián,prestige_Top10%_rank,30.0
Sárosi Anita,prestige_Top10%_rank,281.0
Bernáth Aurél,prestige_Top10%_rank,71.0
Gajzágo Donáta,prestige_Top10%_rank,76.0
Ruttkay Sándor,prestige_Top10%_rank,2.0
Pecsics Mária,prestige_Top10%_rank,106.0
Mucius,prestige_Top10%_rank,199.0
Sánta Csaba,prestige_Top10%_rank,46.0
Veress Enéh Erzsébet,prestige_Top10%_rank,29.0
Gesztelyi Nagy Zsuzsa,prestige_Top10%_rank,218.0
Jancsikity József,prestige_Top10%_rank,28.0
Csáky Donát Márk,prestige_Top10%_rank,145.0
Erdős Gábor,prestige_Top10%_rank,216.0
Jánosi Kata,prestige_Top10%_rank,62.0
Zoltán Sándor,prestige_Top10%_rank,51.0
Dobos Tamás,prestige_Top10%_rank,102.0
Elek Judit Katalin,prestige_Top10%_rank,77.0
Baróthy Anna,prestige_Top10%_rank,134.0
Varga Tünde,prestige_Top10%_rank,27.0
Sipos Barbara,prestige_Top10%_rank,61.0
Pálos Anna,prestige_Top10%_rank,131.0
Schaller István,prestige_Top10%_rank,5.0
Tettamanti Béla,prestige_Top10%_rank,19.0
Bráda Judit,prestige_Top10%_rank,98.0
Kelemen Marcel,prestige_Top10%_rank,16.0
