Artist,type,number
Krnács Agota,exhibitions_total_rank,238.0
Mátyási Péter,exhibitions_total_rank,39.0
Ernszt András,exhibitions_total_rank,68.0
Somogyi Laura,exhibitions_total_rank,223.0
Magyar Ádám,exhibitions_total_rank,252.0
Adorján Attila,exhibitions_total_rank,508.0
Huszár Andrea,exhibitions_total_rank,106.0
Fejős Miklós,exhibitions_total_rank,254.0
Seres László,exhibitions_total_rank,183.0
Schneemeier Andrea,exhibitions_total_rank,75.0
Bánkuti András,exhibitions_total_rank,150.0
Hermann Ildi,exhibitions_total_rank,373.0
Csurgai Ferenc,exhibitions_total_rank,460.0
Meggyes László,exhibitions_total_rank,263.0
Ázbej Kristof,exhibitions_total_rank,160.0
Nemes Ferenc,exhibitions_total_rank,355.0
Mayer Berta,exhibitions_total_rank,525.0
Pirk László,exhibitions_total_rank,450.0
Csáki Róbert,exhibitions_total_rank,452.0
Romhány Veronika,exhibitions_total_rank,100.0
Martin C. Herbst,exhibitions_total_rank,120.0
Gyarmati Zsolt,exhibitions_total_rank,154.0
Für Emil,exhibitions_total_rank,436.0
Rabóczky Judit Rita,exhibitions_total_rank,164.0
Ráskai Szabolcs,exhibitions_total_rank,250.0
Szabó Beáta,exhibitions_total_rank,216.0
Bakos Tamás,exhibitions_total_rank,411.0
Kovalovszky Dániel,exhibitions_total_rank,99.0
Tóth Angelika,exhibitions_total_rank,112.0
Dárdai Zsuzsa,exhibitions_total_rank,551.0
Zsáki István,exhibitions_total_rank,586.0
Turcsány Villő,exhibitions_total_rank,212.0
Ország Lászlo,exhibitions_total_rank,126.0
Nagy Attila,exhibitions_total_rank,466.0
Esse Bánki Ákos,exhibitions_total_rank,226.0
Pócsy Ferenc,exhibitions_total_rank,44.0
Szunyoghy Viktória,exhibitions_total_rank,248.0
Ócskay László,exhibitions_total_rank,188.0
Navratil Judit,exhibitions_total_rank,60.0
Szuharevszki Mihály,exhibitions_total_rank,102.0
Szalontai Ábel,exhibitions_total_rank,302.0
Majoros Gyula,exhibitions_total_rank,427.0
Galbovy Attila,exhibitions_total_rank,27.0
Székács Zoltán,exhibitions_total_rank,455.0
Békési Ervin,exhibitions_total_rank,48.0
Hegyeshalmi László,exhibitions_total_rank,243.0
Nagy Tamás,exhibitions_total_rank,225.0
Koller Margit,exhibitions_total_rank,53.0
Kéri Mihály,exhibitions_total_rank,338.0
Herczeg Nándor,exhibitions_total_rank,206.0
Siegmund Akos,exhibitions_total_rank,89.0
Nagy Zopán,exhibitions_total_rank,173.0
Z. Szabó Zoltán,exhibitions_total_rank,589.0
Botos Péter,exhibitions_total_rank,233.0
Bátorfi Andrea,exhibitions_total_rank,514.0
BLOCK Csoport,exhibitions_total_rank,108.0
Ganczaugh Miklós,exhibitions_total_rank,208.0
Ilauszky Tamás,exhibitions_total_rank,352.0
Guttman Barbara,exhibitions_total_rank,85.0
Koscsó László,exhibitions_total_rank,292.0
Bányay Péter,exhibitions_total_rank,383.0
Kasza Gábor,exhibitions_total_rank,137.0
Takács Máté,exhibitions_total_rank,26.0
Szabó Nóra,exhibitions_total_rank,11.0
Blazsek András,exhibitions_total_rank,57.0
Zékány Dia,exhibitions_total_rank,118.0
Fábián Noémi,exhibitions_total_rank,179.0
Györfi Sándor,exhibitions_total_rank,500.0
Szerényi Gábor,exhibitions_total_rank,284.0
Bornemisza Eszter,exhibitions_total_rank,91.0
Pogány Gábor Benő,exhibitions_total_rank,310.0
Balogh László,exhibitions_total_rank,47.0
Töttös Kata,exhibitions_total_rank,117.0
Kiss Márta,exhibitions_total_rank,289.0
Makovecz Anna,exhibitions_total_rank,365.0
Rizmayer Péter,exhibitions_total_rank,46.0
Lieber Erzsébet,exhibitions_total_rank,163.0
Németh Tamás,exhibitions_total_rank,142.0
Tóth Ernő,exhibitions_total_rank,516.0
Kántor József,exhibitions_total_rank,135.0
Szmrecsányi Boldizsár,exhibitions_total_rank,79.0
Kuti László,exhibitions_total_rank,182.0
Kalas Zsuzsa,exhibitions_total_rank,149.0
Bakonyi Mihály,exhibitions_total_rank,470.0
Kiss Adél,exhibitions_total_rank,184.0
Németh Róbert,exhibitions_total_rank,2.0
Nagy Karolina,exhibitions_total_rank,166.0
Csernátony Lukács László,exhibitions_total_rank,180.0
Magyar József,exhibitions_total_rank,419.0
Huller Ágoston,exhibitions_total_rank,509.0
Buczkó Imre,exhibitions_total_rank,415.0
Rácz Noémi,exhibitions_total_rank,165.0
Kemény Judit,exhibitions_total_rank,358.0
Szigeti Tamás,exhibitions_total_rank,340.0
Székely Beáta,exhibitions_total_rank,170.0
Hajdú József,exhibitions_total_rank,82.0
Kucsora Márta,exhibitions_total_rank,174.0
Kovács Tibor,exhibitions_total_rank,97.0
Hegyi Csaba,exhibitions_total_rank,18.0
Turay Balázs,exhibitions_total_rank,279.0
Nadya Hadun,exhibitions_total_rank,247.0
Németh Melitta,exhibitions_total_rank,255.0
Szilágyi László,exhibitions_total_rank,19.0
Páll Tibor Krisztián,exhibitions_total_rank,40.0
Sárosi Anita,exhibitions_total_rank,52.0
Bernáth Aurél,exhibitions_total_rank,327.0
Gajzágo Donáta,exhibitions_total_rank,4.0
Ruttkay Sándor,exhibitions_total_rank,432.0
Pecsics Mária,exhibitions_total_rank,196.0
Mucius,exhibitions_total_rank,199.0
Sánta Csaba,exhibitions_total_rank,51.0
Veress Enéh Erzsébet,exhibitions_total_rank,293.0
Gesztelyi Nagy Zsuzsa,exhibitions_total_rank,129.0
Jancsikity József,exhibitions_total_rank,218.0
Csáky Donát Márk,exhibitions_total_rank,197.0
Erdős Gábor,exhibitions_total_rank,63.0
Jánosi Kata,exhibitions_total_rank,301.0
Zoltán Sándor,exhibitions_total_rank,241.0
Dobos Tamás,exhibitions_total_rank,61.0
Elek Judit Katalin,exhibitions_total_rank,96.0
Baróthy Anna,exhibitions_total_rank,37.0
Varga Tünde,exhibitions_total_rank,153.0
Sipos Barbara,exhibitions_total_rank,74.0
Pálos Anna,exhibitions_total_rank,177.0
Schaller István,exhibitions_total_rank,341.0
Tettamanti Béla,exhibitions_total_rank,376.0
Bráda Judit,exhibitions_total_rank,155.0
Kelemen Marcel,exhibitions_total_rank,288.0
Lipcsey György,exhibitions_total_rank,81.0
Pató Karoly,exhibitions_total_rank,278.0
Holló István,exhibitions_total_rank,15.0
Solt András,exhibitions_total_rank,55.0
Balázs Péter,exhibitions_total_rank,297.0
Jónas Péter,exhibitions_total_rank,93.0
Érmezei Lili Zoé,exhibitions_total_rank,80.0
Fischer Balázs,exhibitions_total_rank,395.0
Kontra Ágnes,exhibitions_total_rank,328.0
Zsubori Ervin,exhibitions_total_rank,138.0
Baráth Fábián,exhibitions_total_rank,34.0
Tóth József,exhibitions_total_rank,113.0
Buda Gábor,exhibitions_total_rank,114.0
Török Ferenc,exhibitions_total_rank,144.0
Máthé András,exhibitions_total_rank,336.0
Bada Tibor,exhibitions_total_rank,203.0
Góra Orsolya,exhibitions_total_rank,24.0
Herics Nándor,exhibitions_total_rank,237.0
Rékassy Eszter,exhibitions_total_rank,371.0
Szolnoki Szabolcs,exhibitions_total_rank,156.0
Gross Arnold,exhibitions_total_rank,311.0
Herczeg László,exhibitions_total_rank,168.0
Veres Attila,exhibitions_total_rank,88.0
Boros Miklós János,exhibitions_total_rank,3.0
Molnár Zoltán,exhibitions_total_rank,231.0
Chochol Károly,exhibitions_total_rank,101.0
Bátorfi Szabolcs,exhibitions_total_rank,201.0
Tihanyi Viktor,exhibitions_total_rank,110.0
Mátrai Péter,exhibitions_total_rank,119.0
Regős Imre,exhibitions_total_rank,6.0
Miklós János,exhibitions_total_rank,38.0
Dunai Edit,exhibitions_total_rank,84.0
Yan Yeresko,exhibitions_total_rank,62.0
Deim Balázs,exhibitions_total_rank,92.0
Szegedi Katalin,exhibitions_total_rank,104.0
Szabó György,exhibitions_total_rank,8.0
Victor Vasarely,exhibitions_solo_rank,913.0
Moholy-Nagy László,exhibitions_solo_rank,912.0
Vera Molnár,exhibitions_solo_rank,909.0
Bak Imre,exhibitions_solo_rank,911.0
Nádler István,exhibitions_solo_rank,905.0
Szirtes János,exhibitions_solo_rank,906.0
Simon Hantaï,exhibitions_solo_rank,899.0
Brassaï ,exhibitions_solo_rank,908.0
Fehér László,exhibitions_solo_rank,910.0
Maurer Dóra,exhibitions_solo_rank,907.0
Bukta Imre,exhibitions_solo_rank,900.0
Sugár János,exhibitions_solo_rank,898.0
Birkás Ákos,exhibitions_solo_rank,896.0
El-Hassan Róza,exhibitions_solo_rank,891.0
Lakner László,exhibitions_solo_rank,883.0
Csörgő Attila,exhibitions_solo_rank,894.0
Nemes Csaba,exhibitions_solo_rank,892.0
Szűcs Attila,exhibitions_solo_rank,889.0
Kassák Lajos,exhibitions_solo_rank,881.0
Konok Tamás,exhibitions_solo_rank,902.0
Pinczehelyi Sándor,exhibitions_solo_rank,904.0
Rita Ackermann,exhibitions_solo_rank,863.0
Németh Ilona,exhibitions_solo_rank,890.0
Gerhes Gábor,exhibitions_solo_rank,895.0
Kepes György,exhibitions_solo_rank,888.0
Tót Endre,exhibitions_solo_rank,873.0
Reigl Judit,exhibitions_solo_rank,869.0
Koronczi Endre,exhibitions_solo_rank,893.0
Németh Hajnal,exhibitions_solo_rank,870.0
Várnai Gyula,exhibitions_solo_rank,878.0
J. Bartusz György,exhibitions_solo_rank,876.0
Yona Friedman,exhibitions_solo_rank,857.0
Haász István,exhibitions_solo_rank,886.0
Halász Károly,exhibitions_solo_rank,884.0
Erdély Miklós,exhibitions_solo_rank,882.0
Fajó János,exhibitions_solo_rank,897.0
Gerber Pál,exhibitions_solo_rank,867.0
Csiszér Zsuzsi,exhibitions_solo_rank,875.0
Lakner Antal,exhibitions_solo_rank,877.0
Gellér B. Istvan,exhibitions_solo_rank,901.0
St. Auby Tamás,exhibitions_solo_rank,841.0
Kovács Attila,exhibitions_solo_rank,849.0
Kicsiny Balázs,exhibitions_solo_rank,860.0
Hencze Tamás,exhibitions_solo_rank,880.0
Hajas Tibor,exhibitions_solo_rank,845.0
Eperjesi Ágnes,exhibitions_solo_rank,837.0
feLugossy László,exhibitions_solo_rank,862.0
Jovánovics György,exhibitions_solo_rank,853.0
Kocsis Imre,exhibitions_solo_rank,872.0
Gáyor Tibor,exhibitions_solo_rank,864.0
Csontó Lajos,exhibitions_solo_rank,865.0
aatoth franyo,exhibitions_solo_rank,866.0
Kaszás Tamás,exhibitions_solo_rank,828.0
Ilona Keserü Ilona,exhibitions_solo_rank,856.0
Dénes Ágnes,exhibitions_solo_rank,804.0
Beöthy Balázs,exhibitions_solo_rank,855.0
Harasztÿ István,exhibitions_solo_rank,874.0
Korniss Dezső,exhibitions_solo_rank,879.0
Kerekes Gabor,exhibitions_solo_rank,839.0
Szurcsik József,exhibitions_solo_rank,887.0
Szilágyi Lenke,exhibitions_solo_rank,859.0
Nicolas Schöffer,exhibitions_solo_rank,793.0
Szotyory László,exhibitions_solo_rank,831.0
Böröcz András,exhibitions_solo_rank,846.0
Galántai György,exhibitions_solo_rank,858.0
Agnes von Uray,exhibitions_solo_rank,801.0
Kádár Katalin,exhibitions_solo_rank,903.0
Puklus Péter,exhibitions_solo_rank,806.0
Kokesch Ádám,exhibitions_solo_rank,790.0
Gyenis Tibor,exhibitions_solo_rank,813.0
Bálint Endre,exhibitions_solo_rank,829.0
Klimó Károly,exhibitions_solo_rank,847.0
Szabados Árpád,exhibitions_solo_rank,838.0
Koncz András,exhibitions_solo_rank,861.0
Szabó Dezső,exhibitions_solo_rank,807.0
Újházi Péter,exhibitions_solo_rank,840.0
Kelemen Károly,exhibitions_solo_rank,844.0
Király András,exhibitions_solo_rank,821.0
Körösényi Tamás,exhibitions_solo_rank,851.0
Ősz Gábor,exhibitions_solo_rank,756.0
Elekes Károly,exhibitions_solo_rank,852.0
Záborszky Gábor,exhibitions_solo_rank,843.0
Lovas Ilona,exhibitions_solo_rank,834.0
Szíj Kamilla,exhibitions_solo_rank,825.0
Barabás Márton,exhibitions_solo_rank,818.0
Esterházy Marcell,exhibitions_solo_rank,820.0
Gaál József,exhibitions_solo_rank,791.0
Tibor Zsolt,exhibitions_solo_rank,815.0
Mulasics László,exhibitions_solo_rank,854.0
Herman Levente,exhibitions_solo_rank,819.0
ef Zámbó István,exhibitions_solo_rank,848.0
Baranyay András,exhibitions_solo_rank,832.0
Benczúr Emese,exhibitions_solo_rank,795.0
Kemény Zoltán,exhibitions_solo_rank,823.0
Győrffy László,exhibitions_solo_rank,785.0
Rozsda Endre,exhibitions_solo_rank,758.0
Asztalos Zsolt,exhibitions_solo_rank,805.0
Lugossy Mária,exhibitions_solo_rank,885.0
Roskó Gábor,exhibitions_solo_rank,782.0
Erdélyi Gábor,exhibitions_solo_rank,772.0
Palkó Tibor,exhibitions_solo_rank,850.0
Saxon-Szász János,exhibitions_solo_rank,833.0
Cseke Szilard,exhibitions_solo_rank,812.0
Komoróczky Tamás,exhibitions_solo_rank,732.0
Jovián György,exhibitions_solo_rank,824.0
Ország Lili,exhibitions_solo_rank,810.0
Keserue Zsolt,exhibitions_solo_rank,794.0
Nagy Kriszta,exhibitions_solo_rank,750.0
Károlyi Zsigmond,exhibitions_solo_rank,767.0
Iski Kocsis Tibor,exhibitions_solo_rank,796.0
Fischer Judit,exhibitions_solo_rank,822.0
Pál Csaba,exhibitions_solo_rank,826.0
Gyarmathy Tihamér,exhibitions_solo_rank,787.0
Erhardt Miklos,exhibitions_solo_rank,719.0
Kudász Gábor Arion,exhibitions_solo_rank,830.0
Megyik János,exhibitions_solo_rank,737.0
Horváth Tibor,exhibitions_solo_rank,731.0
Csiky Tibor,exhibitions_solo_rank,836.0
Konkoly Gyula,exhibitions_solo_rank,738.0
Rácmolnár Sándor,exhibitions_solo_rank,789.0
Ádám Zoltán,exhibitions_solo_rank,765.0
Csurka Eszter,exhibitions_solo_rank,730.0
Perneczky Géza,exhibitions_solo_rank,745.0
Swierkiewicz Róbert,exhibitions_solo_rank,759.0
Bohus Zoltán,exhibitions_solo_rank,868.0
Paizs László,exhibitions_solo_rank,811.0
Hámos Gusztáv,exhibitions_solo_rank,708.0
Vécsei Júlia,exhibitions_solo_rank,743.0
Deim Pál,exhibitions_solo_rank,769.0
Fodor Dániel János,exhibitions_solo_rank,712.0
Mengyán András,exhibitions_solo_rank,725.0
Lantos Ferenc,exhibitions_solo_rank,783.0
Drozdik Orsolya,exhibitions_solo_rank,726.0
Lengyel András,exhibitions_solo_rank,762.0
Szabics Ágnes,exhibitions_solo_rank,776.0
Szegedy-Maszák Zoltán,exhibitions_solo_rank,567.0
Várnagy Tibor,exhibitions_solo_rank,760.0
Mátrai Erik,exhibitions_solo_rank,742.0
Pauer Gyula,exhibitions_solo_rank,802.0
Drozsnyik István,exhibitions_solo_rank,835.0
Keserü Károly,exhibitions_solo_rank,650.0
Csáji Attila,exhibitions_solo_rank,768.0
Koroknai Zsolt,exhibitions_solo_rank,764.0
Ladik Katalin,exhibitions_solo_rank,665.0
Tarr Hajnalka,exhibitions_solo_rank,773.0
Kis Róka Csaba,exhibitions_solo_rank,728.0
Nagy Gábor,exhibitions_solo_rank,842.0
Csákány István,exhibitions_solo_rank,553.0
Molnár Sándor,exhibitions_solo_rank,724.0
Sóváradi Valéria,exhibitions_solo_rank,788.0
Türk Péter,exhibitions_solo_rank,659.0
Bernát András,exhibitions_solo_rank,696.0
Baglyas Erika,exhibitions_solo_rank,761.0
Kopasz Tamás,exhibitions_solo_rank,827.0
Szabó Éva Eszter,exhibitions_solo_rank,632.0
Samu Géza,exhibitions_solo_rank,695.0
Hetey Katalin,exhibitions_solo_rank,662.0
Szarka Péter,exhibitions_solo_rank,740.0
Batykó Róbert,exhibitions_solo_rank,707.0
Gulyás Gyula,exhibitions_solo_rank,713.0
Haász Ágnes,exhibitions_solo_rank,817.0
Ménesi Attila,exhibitions_solo_rank,703.0
Vető Orsolya Lia,exhibitions_solo_rank,622.0
Szalay Lajos,exhibitions_solo_rank,720.0
Szász Sándor,exhibitions_solo_rank,781.0
Forgács Péter,exhibitions_solo_rank,555.0
Rónai Péter,exhibitions_solo_rank,679.0
Szombathy Bálint,exhibitions_solo_rank,752.0
Várnagy Ildikó,exhibitions_solo_rank,751.0
Szörényi Beatrix,exhibitions_solo_rank,753.0
Széchy Beáta,exhibitions_solo_rank,808.0
Aknay János,exhibitions_solo_rank,763.0
Csáki László,exhibitions_solo_rank,674.0
Csoszó Gabriella,exhibitions_solo_rank,691.0
Gál Andras,exhibitions_solo_rank,569.0
Jovánovics Tamás,exhibitions_solo_rank,678.0
Kovács Péter,exhibitions_solo_rank,797.0
Kecskés Péter,exhibitions_solo_rank,700.0
Uglár Csaba,exhibitions_solo_rank,581.0
Imre Mariann,exhibitions_solo_rank,681.0
Barcsay Jenő,exhibitions_solo_rank,623.0
Kőnig Frigyes,exhibitions_solo_rank,668.0
Anna Mark,exhibitions_solo_rank,775.0
Kovács Péter Balázs [kpb],exhibitions_solo_rank,755.0
Ember Sári,exhibitions_solo_rank,710.0
Herendi Péter,exhibitions_solo_rank,746.0
Schéner Mihály,exhibitions_solo_rank,744.0
Féner Tamás,exhibitions_solo_rank,664.0
Kovács Endre,exhibitions_solo_rank,792.0
Káldi Katalin,exhibitions_solo_rank,379.0
François Fiedler,exhibitions_solo_rank,572.0
Tölg-Molnár Zoltán,exhibitions_solo_rank,780.0
Attalai Gábor,exhibitions_solo_rank,628.0
Köves Éva,exhibitions_solo_rank,697.0
Kalmár János,exhibitions_solo_rank,736.0
Fabricius Anna,exhibitions_solo_rank,551.0
Fátyol Viola,exhibitions_solo_rank,714.0
Földi Péter,exhibitions_solo_rank,757.0
Soós Tamas,exhibitions_solo_rank,639.0
Szabó Ádám,exhibitions_solo_rank,749.0
Csáky Marianne,exhibitions_solo_rank,647.0
Matzon Ákos,exhibitions_solo_rank,642.0
Baranyai Levente,exhibitions_solo_rank,657.0
Braun András,exhibitions_solo_rank,621.0
Valkó László,exhibitions_solo_rank,786.0
Vilt Tibor,exhibitions_solo_rank,694.0
Jakatics-Szabó Veronika,exhibitions_solo_rank,779.0
Solti Gizella,exhibitions_solo_rank,603.0
Péreli Zsuzsa,exhibitions_solo_rank,706.0
Sejben Lajos,exhibitions_solo_rank,871.0
Előd Ágnes,exhibitions_solo_rank,778.0
Kis Varsó,exhibitions_solo_rank,424.0
Kósa János,exhibitions_solo_rank,635.0
Halász Péter Tamás,exhibitions_solo_rank,507.0
Czene Márta,exhibitions_solo_rank,583.0
Schmal Károly,exhibitions_solo_rank,531.0
Ottó László,exhibitions_solo_rank,607.0
Július Gyula,exhibitions_solo_rank,663.0
Gyémánt László,exhibitions_solo_rank,690.0
Szőnyei György,exhibitions_solo_rank,692.0
Bódy Gabor,exhibitions_solo_rank,399.0
Méhes László,exhibitions_solo_rank,661.0
Stefanovits Péter,exhibitions_solo_rank,777.0
Gábor Áron,exhibitions_solo_rank,630.0
Szenes Zsuzsa,exhibitions_solo_rank,800.0
SI-LA-GI,exhibitions_solo_rank,560.0
Simonyi Emő,exhibitions_solo_rank,655.0
Budahelyi Tibor,exhibitions_solo_rank,798.0
Révész László László,exhibitions_solo_rank,565.0
Kótai Tamás,exhibitions_solo_rank,799.0
Moizer Zsuzsa,exhibitions_solo_rank,590.0
Andreas Fogarasi,exhibitions_solo_rank,669.0
Detvay Jenő,exhibitions_solo_rank,771.0
Pető Hunor,exhibitions_solo_rank,701.0
Sebestyén Zoltán,exhibitions_solo_rank,699.0
Khoór Lilla,exhibitions_solo_rank,648.0
Szemző Zsófia,exhibitions_solo_rank,602.0
Frey Krisztián,exhibitions_solo_rank,670.0
Lévay Jenő,exhibitions_solo_rank,716.0
Szász Lilla,exhibitions_solo_rank,625.0
Szöllőssy Enikő,exhibitions_solo_rank,711.0
Butak András,exhibitions_solo_rank,774.0
Szigeti Gábor Csongor,exhibitions_solo_rank,803.0
Szacsvay Pál,exhibitions_solo_rank,579.0
Kovács Lola,exhibitions_solo_rank,542.0
Baksai József,exhibitions_solo_rank,644.0
Deli Ágnes,exhibitions_solo_rank,629.0
Hangay Enikő,exhibitions_solo_rank,641.0
Buczkó György,exhibitions_solo_rank,816.0
Csató József,exhibitions_solo_rank,683.0
Erdei Krisztina,exhibitions_solo_rank,493.0
Babinszky Csilla,exhibitions_solo_rank,747.0
Kelecsényi Csilla,exhibitions_solo_rank,721.0
Bullás József,exhibitions_solo_rank,506.0
Horváth Roland,exhibitions_solo_rank,709.0
Rodolf Hervé,exhibitions_solo_rank,617.0
Kristóf Gábor,exhibitions_solo_rank,451.0
Varga Éva,exhibitions_solo_rank,741.0
Gábor Marianne,exhibitions_solo_rank,656.0
Szlaukó László,exhibitions_solo_rank,729.0
Schrammel Imre,exhibitions_solo_rank,702.0
Szabó Eszter Ágnes,exhibitions_solo_rank,688.0
Kováts Borbála,exhibitions_solo_rank,814.0
Pacsika Rudolf,exhibitions_solo_rank,652.0
Csernus Tibor,exhibitions_solo_rank,503.0
Rákóczy Gizella,exhibitions_solo_rank,351.0
Veszely Ferenc,exhibitions_solo_rank,534.0
Vető János,exhibitions_solo_rank,535.0
Chilf Mária,exhibitions_solo_rank,458.0
Bálványos Levente,exhibitions_solo_rank,398.0
Krizbai Sándor,exhibitions_solo_rank,748.0
Lux Antal,exhibitions_solo_rank,660.0
Benedek Barna,exhibitions_solo_rank,682.0
Lossonczy Tamás,exhibitions_solo_rank,595.0
Olajos György,exhibitions_solo_rank,705.0
Gergely Nóra,exhibitions_solo_rank,734.0
Varga-Amár László,exhibitions_solo_rank,687.0
El Kazovszkij,exhibitions_solo_rank,452.0
Sipos Eszter,exhibitions_solo_rank,584.0
Gróf Ferenc,exhibitions_solo_rank,467.0
Bakos Ildikó,exhibitions_solo_rank,591.0
Cséfalvay András,exhibitions_solo_rank,532.0
Ravasz András,exhibitions_solo_rank,546.0
Varga Patrícia Minerva,exhibitions_solo_rank,717.0
László Dániel,exhibitions_solo_rank,723.0
Tolvaly Ernő,exhibitions_solo_rank,423.0
Korniss Péter,exhibitions_solo_rank,586.0
Gémes Péter,exhibitions_solo_rank,598.0
Magyarósi Éva,exhibitions_solo_rank,733.0
Kondor Attila,exhibitions_solo_rank,578.0
Orbán György,exhibitions_solo_rank,649.0
Frankl Aliona,exhibitions_solo_rank,605.0
Kisspál Szabolcs,exhibitions_solo_rank,376.0
Kovách Gergő,exhibitions_solo_rank,480.0
Kútvölgyi-Szabó Áron,exhibitions_solo_rank,483.0
Ézsiás István,exhibitions_solo_rank,612.0
Daradics Árpád,exhibitions_solo_rank,754.0
Szabó Ottó,exhibitions_solo_rank,619.0
Kupcsik Adrián,exhibitions_solo_rank,624.0
Nagy Gábor György,exhibitions_solo_rank,596.0
Albert Ádám,exhibitions_solo_rank,380.0
Vincze Ottó,exhibitions_solo_rank,685.0
Szikora Tamás,exhibitions_solo_rank,686.0
Radák Eszter,exhibitions_solo_rank,530.0
Erőss István,exhibitions_solo_rank,718.0
Wolsky András,exhibitions_solo_rank,415.0
Győrffy Sándor,exhibitions_solo_rank,698.0
Antal Balázs,exhibitions_solo_rank,704.0
Major Kamill,exhibitions_solo_rank,559.0
Kádár Béla,exhibitions_solo_rank,416.0
Igor Buharov,exhibitions_solo_rank,450.0
Sass Valéria,exhibitions_solo_rank,489.0
Haász Kati,exhibitions_solo_rank,401.0
Waliczky Tamás,exhibitions_solo_rank,386.0
Czeizel Balázs,exhibitions_solo_rank,576.0
Fodor János,exhibitions_solo_rank,371.0
Kováts Albert,exhibitions_solo_rank,667.0
Czigány Ákos,exhibitions_solo_rank,589.0
Brückner János,exhibitions_solo_rank,651.0
Szörtsey Gábor,exhibitions_solo_rank,459.0
Tandori Dezső,exhibitions_solo_rank,487.0
Pataki Ferenc,exhibitions_solo_rank,502.0
Kókay Krisztina,exhibitions_solo_rank,601.0
Galambos Tamás,exhibitions_solo_rank,643.0
Wechter Ákos,exhibitions_solo_rank,593.0
Polgár Csaba,exhibitions_solo_rank,722.0
Ötvös Zoltán,exhibitions_solo_rank,558.0
Papp Oszkár,exhibitions_solo_rank,636.0
Király Gábor,exhibitions_solo_rank,676.0
Szemadám György,exhibitions_solo_rank,550.0
Asszonyi Tamás,exhibitions_solo_rank,675.0
Kristóf Krisztián,exhibitions_solo_rank,354.0
Gosztola Kitti,exhibitions_solo_rank,422.0
Gaál Endre,exhibitions_solo_rank,809.0
Minyó Szert Károly,exhibitions_solo_rank,478.0
Lendvai Ádám,exhibitions_solo_rank,614.0
André Kertész,exhibitions_solo_rank,486.0
Fukui Yusuke,exhibitions_solo_rank,571.0
Szinyova Gergő,exhibitions_solo_rank,324.0
Hajdu Kinga,exhibitions_solo_rank,472.0
Loránt Anikó Erzsébet,exhibitions_solo_rank,468.0
Vajda Lajos,exhibitions_solo_rank,238.0
Nádas Alexandra,exhibitions_solo_rank,689.0
Bodóczky István,exhibitions_solo_rank,575.0
Máriás István aka Horror Pista,exhibitions_solo_rank,432.0
Felsmann István,exhibitions_solo_rank,302.0
Péli Barna,exhibitions_solo_rank,414.0
Tolnay Imre,exhibitions_solo_rank,653.0
Regős István,exhibitions_solo_rank,658.0
Hegedűs 2 László,exhibitions_solo_rank,485.0
Nagy Barbara,exhibitions_solo_rank,469.0
Société Réaliste,exhibitions_solo_rank,300.0
Rosta József,exhibitions_solo_rank,514.0
Huszánk Szilard,exhibitions_solo_rank,402.0
Reich Károly,exhibitions_solo_rank,465.0
Gerzson Pál,exhibitions_solo_rank,521.0
Németh Géza,exhibitions_solo_rank,715.0
Dienes Attila,exhibitions_solo_rank,739.0
Major János,exhibitions_solo_rank,501.0
Lábass Endre,exhibitions_solo_rank,155.0
Szalay Péter,exhibitions_solo_rank,633.0
Kele Judit,exhibitions_solo_rank,260.0
Hincz Gyula,exhibitions_solo_rank,481.0
Bozsó András,exhibitions_solo_rank,528.0
Jordi Pallares,exhibitions_solo_rank,265.0
Gábor Imre,exhibitions_solo_rank,498.0
Havas Bálint,exhibitions_solo_rank,693.0
Tasnádi József,exhibitions_solo_rank,592.0
Vásárhelyi Zsolt,exhibitions_solo_rank,666.0
Soós Nóra,exhibitions_solo_rank,504.0
Szabó Ákos,exhibitions_solo_rank,449.0
Jokesz Antal,exhibitions_solo_rank,319.0
Czóbel Béla,exhibitions_solo_rank,654.0
Koós Gábor,exhibitions_solo_rank,381.0
Barakonyi Szabolcs,exhibitions_solo_rank,375.0
Péter Ágnes,exhibitions_solo_rank,552.0
Kungl György,exhibitions_solo_rank,627.0
Orosz István,exhibitions_solo_rank,609.0
Kárpáti Tamás,exhibitions_solo_rank,429.0
Vígh Tamás,exhibitions_solo_rank,233.0
Hermann Zoltán,exhibitions_solo_rank,499.0
Farkas Ádám,exhibitions_solo_rank,405.0
Tamási Claudia,exhibitions_solo_rank,672.0
Borsos Lőrinc,exhibitions_solo_rank,454.0
Orbán Attila,exhibitions_solo_rank,611.0
Bács Emese,exhibitions_solo_rank,680.0
Lukoviczky Endre,exhibitions_solo_rank,556.0
Mata Attila,exhibitions_solo_rank,524.0
Ghyczy Dénes,exhibitions_solo_rank,573.0
Kaszás Tamás Tibor,exhibitions_solo_rank,597.0
Szabó Ágnes,exhibitions_solo_rank,394.0
Hager Ritta,exhibitions_solo_rank,637.0
Végh András,exhibitions_solo_rank,640.0
Ficzek Ferenc,exhibitions_solo_rank,282.0
Nagy István,exhibitions_solo_rank,561.0
Kecskeméti Sándor,exhibitions_solo_rank,566.0
Pázmándi Antal,exhibitions_solo_rank,520.0
Szász György,exhibitions_solo_rank,594.0
Magén István,exhibitions_solo_rank,784.0
Kaliczka Patrícia,exhibitions_solo_rank,388.0
Kelle Antal,exhibitions_solo_rank,353.0
Drégely Imre,exhibitions_solo_rank,513.0
